postcode,address_house,address_street,state,country,property_valuation
3976,2, Thierer Plaza,VIC,Australia,3
2749,71776, Express Avenue,NSW,Australia,8
2011,162, Golf View Hill,NSW,Australia,6
2745,7389, Union Place,NSW,Australia,8
2017,07, Miller Pass,NSW,Australia,9
3046,30, Delladonna Plaza,VIC,Australia,8
2134,7395, Blackbird Lane,NSW,Australia,9
3677,79427, Hudson Trail,VIC,Australia,1
2380,67, Hooker Place,NSW,Australia,5
2047,0380, Chinook Avenue,NSW,Australia,12
2147,4092, Brentwood Trail,NSW,Australia,10
4012,613, Mayfield Trail,QLD,Australia,6
2750,2, Spohn Court,NSW,Australia,9
3030,05239, Springs Circle,VIC,Australia,7
4878,59, Old Gate Drive,QLD,Australia,5
2015,31186, Hoard Junction,NSW,Australia,12
2072,2, Crest Line Crossing,NSW,Australia,9
3075,18083, Mallard Drive,VIC,Australia,7
3810,93, Lakeland Court,VIC,Australia,6
2070,023, Thackeray Lane,NSW,Australia,12
2199,79737, Hollow Ridge Trail,NSW,Australia,9
4055,95465, Union Plaza,QLD,Australia,7
4157,66238, Old Gate Circle,QLD,Australia,9
4799,3, Delladonna Street,QLD,Australia,3
2251,3, Mallard Center,NSW,Australia,8
2460,31, Eastwood Circle,NSW,Australia,3
4701,507, Onsgard Place,QLD,Australia,1
4211,69555, Dakota Alley,QLD,Australia,5
2095,21969, Lawn Court,NSW,Australia,9
2263,7, Erie Court,NSW,Australia,7
2146,0724, Oxford Crossing,NSW,Australia,9
2011,1, Monterey Terrace,NSW,Australia,12
2147,75, Duke Plaza,NSW,Australia,9
4035,156, Lakeland Way,QLD,Australia,9
2166,91, Mosinee Point,NSW,Australia,5
2000,1508, Hooker Avenue,NSW,Australia,8
4121,3202, Ridge Oak Alley,QLD,Australia,9
3429,5510, Pepper Wood Street,VIC,Australia,6
3012,42952, Fairfield Center,VIC,Australia,8
3103,1, Garrison Street,VIC,Australia,12
2769,013, Armistice Street,NSW,Australia,10
2540,3201, Canary Center,NSW,Australia,9
2539,4365, Basil Junction,NSW,Australia,7
3806,1164, Toban Road,VIC,Australia,5
3048,2364, Dovetail Way,VIC,Australia,6
3212,738, Sloan Place,VIC,Australia,5
2119,318, Jenifer Alley,NSW,Australia,11
4504,6395, Anthes Hill,QLD,Australia,4
4034,36516, Forster Lane,QLD,Australia,7
2200,107, Garrison Plaza,NSW,Australia,10
2117,717, Oakridge Way,NSW,Australia,8
3630,16405, Doe Crossing Parkway,VIC,Australia,3
4701,16, Monument Place,QLD,Australia,3
4224,99841, Talisman Street,QLD,Australia,3
4344,21, Duke Hill,QLD,Australia,4
2009,891, Anderson Parkway,NSW,Australia,10
2133,9446, Holmberg Court,NSW,Australia,11
2759,46512, Cambridge Avenue,NSW,Australia,8
3145,54250, Welch Pass,VIC,Australia,11
4152,734, South Court,QLD,Australia,8
2151,769, Banding Avenue,NSW,Australia,10
2070,2590, Northport Hill,NSW,Australia,11
2250,9649, Cascade Way,NSW,Australia,8
3144,69, Valley Edge Lane,VIC,Australia,8
3201,327, Monument Street,VIC,Australia,4
2125,4, Sunnyside Crossing,NSW,Australia,12
3181,8, Hoffman Alley,VIC,Australia,10
2665,894, Duke Crossing,NSW,Australia,1
2474,01714, Claremont Center,NSW,Australia,3
3023,6809, Maple Park,VIC,Australia,8
2155,95294, Karstens Park,NSW,Australia,9
2196,8872, Bunker Hill Crossing,NSW,Australia,9
3029,14, Westport Pass,VIC,Australia,6
3754,867, Grim Terrace,VIC,Australia,6
3630,48023, International Way,VIC,Australia,1
3802,0, Prairie Rose Place,VIC,Australia,7
2010,56145, Porter Lane,NSW,Australia,10
3166,509, Ridgeway Junction,VIC,Australia,10
2570,41, Eagan Junction,NSW,Australia,8
2287,5290, Lunder Park,NSW,Australia,7
4500,52425, Prairie Rose Road,QLD,Australia,6
2770,7939, Toban Crossing,NSW,Australia,7
2153,0672, Lyons Pass,NSW,Australia,10
2820,904, Mandrake Parkway,NSW,Australia,1
4511,3007, Summer Ridge Street,QLD,Australia,7
3196,47, Veith Junction,VIC,Australia,9
2047,007, Canary Circle,NSW,Australia,12
2161,1, Saint Paul Terrace,NSW,Australia,6
4870,87705, Hovde Center,QLD,Australia,5
4226,765, ,QLD,Australia,7
4059,248, Bartillon Plaza,QLD,Australia,9
4160,66811, Lerdahl Way,QLD,Australia,4
2747,5809, Coolidge Avenue,NSW,Australia,6
3189,2769, Banding Avenue,VIC,Australia,10
2582,3, Monterey Trail,NSW,Australia,9
4170,85549, Sheridan Parkway,QLD,Australia,8
2525,4498, Donald Crossing,NSW,Australia,10
4030,4, Ridgeway Court,QLD,Australia,4
4510,4, Bartelt Hill,QLD,Australia,1
2114,91116, Riverside Plaza,NSW,Australia,8
2066,60911, Almo Point,NSW,Australia,12
2050,0, Superior Pass,NSW,Australia,8
2199,9, Superior Terrace,NSW,Australia,9
4120,57, Marquette Hill,QLD,Australia,6
2096,36, Sommers Place,NSW,Australia,12
2530,83148, Rowland Alley,NSW,Australia,8
2567,34, Arrowood Pass,NSW,Australia,9
3183,72, Mandrake Court,VIC,Australia,9
2042,9, Emmet Hill,NSW,Australia,10
2324,16984, Pankratz Park,NSW,Australia,7
4032,9460, Laurel Crossing,QLD,Australia,7
2127,5786, Kinsman Point,NSW,Australia,8
2487,4, Fairfield Way,NSW,Australia,10
4350,319, Michigan Way,QLD,Australia,4
3156,49, Fulton Park,VIC,Australia,8
3121,0, Corben Court,VIC,Australia,11
4655,8, Drewry Street,QLD,Australia,5
4132,48, Dawn Center,QLD,Australia,3
4103,6244, Forest Point,QLD,Australia,9
3844,0306, Donald Court,VIC,Australia,1
4078,3762, Victoria Alley,QLD,Australia,6
4074,3, Manley Crossing,QLD,Australia,6
3750,36866, Summit Point,VIC,Australia,9
3177,9, Pearson Plaza,VIC,Australia,7
2868,7450, Prairie Rose Drive,NSW,Australia,1
2166,83975, Rowland Place,NSW,Australia,6
2640,01, Weeping Birch Plaza,NSW,Australia,4
2575,738, Dixon Drive,NSW,Australia,8
2227,5766, Pearson Court,NSW,Australia,8
2170,9, Shelley Center,NSW,Australia,7
2358,07273, Sundown Trail,NSW,Australia,2
4227,2, Maryland Drive,QLD,Australia,7
2449,3, Roth Place,NSW,Australia,2
2299,81856, Express Lane,NSW,Australia,6
4014,5, Porter Road,QLD,Australia,6
3163,59, Waywood Road,VIC,Australia,8
2484,6838, Anniversary Junction,NSW,Australia,4
2484,90128, Caliangt Place,NSW,Australia,4
2261,504, Mesta Lane,NSW,Australia,8
4179,9, Utah Road,QLD,Australia,8
2340,00213, Atwood Pass,NSW,Australia,1
2777,7230, Montana Place,NSW,Australia,9
3056,51763, Carey Place,VIC,Australia,7
3170,4, Susan Center,VIC,Australia,9
2769,745, Troy Avenue,NSW,Australia,9
4556,6, Upham Place,QLD,Australia,7
4740,34694, Sugar Place,QLD,Australia,5
3166,26876, Lyons Court,VIC,Australia,10
2570,8308, Linden Place,NSW,Australia,9
3976,32708, Bluestem Alley,VIC,Australia,7
3380,3542, Arkansas Place,VIC,Australia,1
4132,642, Anderson Circle,QLD,Australia,5
3175,8318, Continental Alley,VIC,Australia,7
2221,7202, Prairieview Court,NSW,Australia,11
2575,64610, Sachtjen Center,NSW,Australia,10
2170,53, Muir Terrace,NSW,Australia,8
3338,710, Schiller Plaza,VIC,Australia,1
2619,698, Old Gate Lane,NSW,Australia,3
4670,4, Golden Leaf Road,QLD,Australia,2
4701,1979, Arapahoe Trail,QLD,Australia,3
4226,1, Vernon Terrace,QLD,Australia,6
4215,79862, Darwin Crossing,QLD,Australia,8
2197,184, Hoepker Way,NSW,Australia,9
2043,40, New Castle Avenue,NSW,Australia,11
3190,9525, Johnson Place,VIC,Australia,8
2166,8, Pearson Trail,NSW,Australia,9
2027,53, Dakota Court,NSW,Australia,9
2759,4262, Melvin Avenue,NSW,Australia,8
2528,4415, Dwight Center,NSW,Australia,7
2280,1197, Carey Junction,NSW,Australia,7
2795,227, Havey Trail,NSW,Australia,6
3199,2, Manufacturers Parkway,VIC,Australia,6
4035,9175, Stephen Drive,QLD,Australia,8
3121,299, Pine View Parkway,VIC,Australia,12
2155,71, Orin Crossing,NSW,Australia,9
2281,134, Knutson Street,NSW,Australia,9
4017,37, Mockingbird Street,QLD,Australia,3
3108,00969, Gale Way,VIC,Australia,10
2085,05665, Dottie Circle,NSW,Australia,11
4152,83, Wayridge Circle,QLD,Australia,9
4007,8, Carioca Terrace,QLD,Australia,8
2075,5, Kenwood Road,NSW,Australia,11
2318,29, Hansons Crossing,NSW,Australia,4
4500,493, Buell Point,QLD,Australia,8
4680,7, Del Mar Crossing,QLD,Australia,7
2250,7, Elgar Plaza,NSW,Australia,9
2116,425, Marquette Way,NSW,Australia,10
2043,67104, Bunting Crossing,NSW,Australia,9
4815,243, Raven Drive,QLD,Australia,3
3156,248, School Park,VIC,Australia,8
3134,5, Onsgard Plaza,VIC,Australia,10
3049,38, Havey Place,VIC,Australia,5
2018,38, Armistice Alley,NSW,Australia,8
2153,34953, Oak Circle,NSW,Australia,10
2165,18, Express Street,NSW,Australia,9
4217,04046, Summit Avenue,QLD,Australia,9
3821,986, Hollow Ridge Crossing,VIC,Australia,7
2048,4622, Dixon Junction,NSW,Australia,8
3095,3563, Darwin Avenue,VIC,Australia,9
4305,38759, Butterfield Avenue,QLD,Australia,2
2747,67125, Melody Place,NSW,Australia,8
2206,31, Northwestern Court,NSW,Australia,10
2428,8, Farwell Parkway,NSW,Australia,2
4127,19, Barby Parkway,QLD,Australia,4
2077,681, School Avenue,NSW,Australia,10
2233,27, Dawn Lane,NSW,Australia,10
2170,366, International Way,NSW,Australia,8
2093,427, Rockefeller Drive,NSW,Australia,12
3216,5176, Division Hill,VIC,Australia,5
2160,1, Raven Place,NSW,Australia,6
2567,29, Delaware Pass,NSW,Australia,8
2117,42554, Burrows Court,NSW,Australia,10
2077,726, Warrior Center,NSW,Australia,10
2147,500, Victoria Plaza,NSW,Australia,9
3201,35, Debra Way,VIC,Australia,6
4109,62965, Morningstar Junction,QLD,Australia,9
4556,6698, Melody Crossing,QLD,Australia,8
2034,05919, Morning Parkway,NSW,Australia,11
3075,6, Rockefeller Pass,VIC,Australia,7
4216,7875, Fieldstone Pass,QLD,Australia,10
2147,59170, Westridge Junction,NSW,Australia,8
2800,3, Bonner Point,NSW,Australia,4
2560,113, Lien Place,NSW,Australia,6
4500,064, Fallview Terrace,QLD,Australia,7
2470,32, Sutteridge Trail,NSW,Australia,1
3192,3984, Clove Street,VIC,Australia,10
2324,4, Rowland Plaza,NSW,Australia,4
2537,5157, Maple Wood Circle,NSW,Australia,8
4580,559, Blackbird Street,QLD,Australia,2
2763,6466, Troy Street,NSW,Australia,8
2563,7135, Ruskin Avenue,NSW,Australia,11
2068,5, Loftsgordon Avenue,NSW,Australia,12
2264,33, Del Mar Junction,NSW,Australia,8
2099,06069, Hayes Road,NSW,Australia,8
2234,828, Waubesa Pass,NSW,Australia,10
2230,1, Bobwhite Circle,NSW,Australia,9
2126,3, Memorial Junction,NSW,Australia,11
2086,644, Mcbride Street,NSW,Australia,11
2075,23700, Dennis Way,NSW,Australia,11
4825,5795, Comanche Circle,QLD,Australia,2
3020,31, Scofield Trail,VIC,Australia,8
2176,218, Elka Point,NSW,Australia,10
2445,5468, Moose Lane,NSW,Australia,7
2770,174, Calypso Crossing,NSW,Australia,7
4306,53358, David Circle,QLD,Australia,3
4060,0, ,QLD,Australia,9
2144,9, Melvin Drive,NSW,Australia,7
2065,9670, ,NSW,Australia,10
2148,2228, Steensland Terrace,NSW,Australia,8
4053,2, Thierer Place,QLD,Australia,8
3064,23, Huxley Road,VIC,Australia,7
3030,34, ,VIC,Australia,8
2217,63, Golf Crossing,NSW,Australia,8
2176,1, Sloan Avenue,NSW,Australia,10
2040,056, Pierstorff Alley,NSW,Australia,11
2428,177, Anniversary Parkway,NSW,Australia,7
2233,18, Karstens Drive,NSW,Australia,10
2326,6950, Morrow Street,NSW,Australia,3
3214,8492, Autumn Leaf Center,VIC,Australia,2
2528,91749, Portage Park,NSW,Australia,8
4213,45, Waubesa Lane,QLD,Australia,9
2009,51739, Sundown Hill,NSW,Australia,9
3352,95, Butterfield Circle,VIC,Australia,4
4077,9, Porter Pass,QLD,Australia,6
2156,236, Fremont Alley,NSW,Australia,12
2075,46031, Hudson Place,NSW,Australia,11
2760,8, Crowley Terrace,NSW,Australia,8
4209,50532, Hoard Center,QLD,Australia,7
2204,56, Sommers Point,NSW,Australia,8
2217,0, Red Cloud Place,NSW,Australia,8
2176,24951, Michigan Pass,NSW,Australia,10
2009,51960, Gulseth Point,NSW,Australia,12
4655,144, Parkside Parkway,QLD,Australia,3
4551,896, Helena Parkway,QLD,Australia,7
2106,89, Anhalt Park,NSW,Australia,11
2327,1786, Orin Street,NSW,Australia,3
2763,7, Green Ridge Way,NSW,Australia,8
3182,2807, Northwestern Pass,VIC,Australia,8
4702,9362, Grim Plaza,QLD,Australia,1
3181,2, Sommers Drive,VIC,Australia,10
3037,74164, Village Green Parkway,VIC,Australia,9
4500,623, Melody Avenue,QLD,Australia,4
4104,9, Roth Park,QLD,Australia,7
3186,18, Buhler Court,VIC,Australia,12
4701,4, Sachtjen Drive,QLD,Australia,3
2170,130, Hayes Crossing,NSW,Australia,9
2570,9, Logan Court,NSW,Australia,9
2153,8, Superior Hill,NSW,Australia,10
2835,575, Katie Terrace,NSW,Australia,1
4509,9, Old Shore Street,QLD,Australia,7
2318,7949, Waywood Way,NSW,Australia,7
3182,2982, Monterey Way,VIC,Australia,10
3043,692, Leroy Parkway,VIC,Australia,9
3175,9499, Alpine Drive,VIC,Australia,8
2281,0442, Debra Point,NSW,Australia,7
4558,61, Upham Parkway,QLD,Australia,4
3172,63832, Maple Wood Court,VIC,Australia,9
4556,27, Rockefeller Plaza,QLD,Australia,8
2505,95483, Washington Junction,NSW,Australia,9
2145,1396, Sugar Terrace,NSW,Australia,10
2115,8454, Pierstorff Way,NSW,Australia,11
2067,2444, Aberg Hill,NSW,Australia,12
2469,73637, Nancy Street,NSW,Australia,1
2705,9, Beilfuss Crossing,NSW,Australia,3
4127,891, Mendota Junction,QLD,Australia,2
3196,73, Muir Trail,VIC,Australia,7
2450,1, Raven Circle,NSW,Australia,7
3024,6563, Susan Pass,VIC,Australia,7
4551,59, Prentice Lane,QLD,Australia,7
2164,65880, Cascade Drive,NSW,Australia,9
2230,6632, Truax Hill,NSW,Australia,9
2320,68882, Commercial Crossing,NSW,Australia,3
3028,949, Marquette Avenue,VIC,Australia,7
2330,9953, Kim Lane,NSW,Australia,4
4514,09, Pierstorff Point,QLD,Australia,6
3136,158, Lindbergh Crossing,VIC,Australia,9
2575,72, Ilene Point,NSW,Australia,8
4053,4081, Lighthouse Bay Alley,QLD,Australia,9
4740,794, Kennedy Court,QLD,Australia,2
2570,3981, Karstens Place,NSW,Australia,8
3088,88039, Melody Lane,VIC,Australia,9
3966,344, Rockefeller Way,VIC,Australia,2
2260,434, Eggendart Circle,NSW,Australia,12
2265,0, Waubesa Alley,NSW,Australia,6
4405,831, Prairieview Trail,QLD,Australia,1
3912,884, Surrey Pass,VIC,Australia,7
2120,60424, Bultman Terrace,NSW,Australia,10
4701,882, Merry Trail,QLD,Australia,4
4133,47878, Pond Park,QLD,Australia,3
2261,7, Porter Parkway,NSW,Australia,8
4034,984, Waubesa Pass,QLD,Australia,6
2753,91933, Artisan Avenue,NSW,Australia,9
2164,624, Atwood Circle,NSW,Australia,8
4128,15, Mcguire Junction,QLD,Australia,6
2076,21, South Avenue,NSW,Australia,11
3143,4, Macpherson Street,VIC,Australia,4
3025,5965, Glacier Hill Terrace,VIC,Australia,9
2090,556, Esch Street,NSW,Australia,12
2747,25943, Montana Street,NSW,Australia,8
4118,2, Dawn Avenue,QLD,Australia,5
2446,35, Harbort Way,NSW,Australia,8
3012,464, Bonner Place,VIC,Australia,8
3072,0899, Judy Pass,VIC,Australia,10
4160,43, Sunbrook Terrace,QLD,Australia,10
3037,34, Vidon Way,VIC,Australia,8
2770,85, Cody Hill,NSW,Australia,8
2810,8209, Tony Plaza,NSW,Australia,1
3207,65675, Spenser Way,VIC,Australia,12
2769,042, Saint Paul Parkway,NSW,Australia,10
2164,3516, Kensington Lane,NSW,Australia,9
2480,26064, Morningstar Junction,NSW,Australia,2
2566,686, Rusk Parkway,NSW,Australia,8
2145,7518, Canary Parkway,NSW,Australia,9
2880,32, Spenser Crossing,NSW,Australia,1
3175,654, Kim Parkway,VIC,Australia,3
2063,0, Moose Court,NSW,Australia,12
2062,99000, Petterle Drive,NSW,Australia,9
4030,549, Longview Terrace,QLD,Australia,9
2216,1861, Golf Course Circle,NSW,Australia,8
3756,27, Mayer Lane,VIC,Australia,7
4670,47336, Garrison Court,QLD,Australia,1
2102,27, Drewry Road,NSW,Australia,10
4503,75581, Express Center,QLD,Australia,3
2557,5, Fairfield Parkway,NSW,Australia,8
2650,47, Kensington Avenue,NSW,Australia,4
2216,9870, Brickson Park Trail,NSW,Australia,8
2234,3, Memorial Terrace,NSW,Australia,10
2148,4559, Sundown Trail,NSW,Australia,8
3976,45613, Meadow Valley Center,VIC,Australia,6
2210,2, Spaight Road,NSW,Australia,10
4503,59694, ,QLD,Australia,7
4680,124, Fulton Crossing,QLD,Australia,3
3071,2800, Dottie Trail,VIC,Australia,10
4165,4, Mosinee Lane,QLD,Australia,5
2089,0799, Florence Street,NSW,Australia,9
3214,5882, American Ash Point,VIC,Australia,3
2199,13852, Burning Wood Terrace,NSW,Australia,1
4160,735, Eastlawn Place,QLD,Australia,8
2144,6, Sauthoff Court,NSW,Australia,9
4510,1788, Columbus Trail,QLD,Australia,4
3172,32705, Shelley Junction,VIC,Australia,8
3189,0, Delladonna Parkway,VIC,Australia,10
2760,79291, ,NSW,Australia,8
2155,8, Bunting Hill,NSW,Australia,10
2145,63, School Plaza,NSW,Australia,9
3030,0134, Swallow Pass,VIC,Australia,6
2770,47204, Rigney Street,NSW,Australia,6
2750,9732, Swallow Way,NSW,Australia,8
4061,80, Cordelia Street,QLD,Australia,5
2283,88175, Center Road,NSW,Australia,4
2030,5, Muir Circle,NSW,Australia,12
2138,6, Tennyson Place,NSW,Australia,9
2016,698, Lunder Point,NSW,Australia,10
2340,5, Dixon Junction,NSW,Australia,2
3429,5890, Comanche Trail,VIC,Australia,6
3083,6621, Carberry Crossing,VIC,Australia,8
2170,322, Scott Plaza,NSW,Australia,5
2770,15811, La Follette Park,NSW,Australia,7
4214,67143, Bluejay Court,QLD,Australia,8
3015,966, Emmet Trail,VIC,Australia,10
3163,49530, Evergreen Lane,VIC,Australia,10
2032,9582, Fremont Center,NSW,Australia,11
4350,3, Declaration Circle,QLD,Australia,7
4132,8142, Tomscot Drive,QLD,Australia,4
2147,396, Sachs Road,NSW,Australia,8
2527,1, Melby Way,NSW,Australia,7
2557,53221, Namekagon Parkway,NSW,Australia,9
2200,6, Dovetail Circle,NSW,Australia,9
4211,67, Carioca Road,QLD,Australia,9
4500,63123, Merry Alley,QLD,Australia,8
2830,4478, Banding Way,NSW,Australia,3
3040,28928, Mariners Cove Pass,VIC,Australia,11
4815,3, Thierer Plaza,QLD,Australia,1
3915,9, Hauk Alley,VIC,Australia,4
4153,9045, Kings Avenue,QLD,Australia,11
4179,9, Barnett Street,QLD,Australia,10
2450,6779, Melrose Way,NSW,Australia,7
3355,42473, Sycamore Pass,VIC,Australia,4
2148,6631, Farragut Terrace,NSW,Australia,6
2321,886, Rusk Pass,NSW,Australia,4
2267,3, Bashford Plaza,NSW,Australia,5
4055,11, Sage Place,QLD,Australia,7
2099,26049, Straubel Point,NSW,Australia,11
2026,59929, West Alley,NSW,Australia,10
2762,94, Vernon Parkway,NSW,Australia,9
3101,8312, Dunning Crossing,VIC,Australia,8
2160,7, Novick Parkway,NSW,Australia,5
4121,02, Del Mar Center,QLD,Australia,8
2289,0, Shasta Terrace,NSW,Australia,7
2145,90, East Way,NSW,Australia,8
3977,2, Goodland Lane,VIC,Australia,5
2232,7, Vernon Lane,NSW,Australia,10
4227,9, Killdeer Avenue,QLD,Australia,7
2756,152, Larry Alley,NSW,Australia,9
2505,85, Hudson Street,NSW,Australia,8
3458,6672, Butternut Avenue,VIC,Australia,6
2750,43491, Jenifer Street,NSW,Australia,7
4421,47, Chinook Road,QLD,Australia,2
3505,3468, Rigney Place,VIC,Australia,1
3216,079, Katie Alley,VIC,Australia,9
2233,681, Butterfield Lane,NSW,Australia,9
4017,48, Laurel Parkway,QLD,Australia,5
2145,9115, Mockingbird Crossing,NSW,Australia,6
3006,2, Michigan Parkway,VIC,Australia,5
2262,24, Hermina Alley,NSW,Australia,6
4570,82237, Dapin Court,QLD,Australia,4
4037,1, Basil Street,QLD,Australia,8
3918,60650, Mcbride Point,VIC,Australia,7
3216,81, Lien Drive,VIC,Australia,3
2214,37353, Alpine Circle,NSW,Australia,8
3025,581, Granby Parkway,VIC,Australia,8
4165,3073, Golf View Terrace,QLD,Australia,8
2640,95, Riverside Way,NSW,Australia,1
2560,390, Meadow Vale Circle,NSW,Australia,9
2069,501, Reindahl Alley,NSW,Australia,12
4818,0, Mifflin Alley,QLD,Australia,5
2335,261, Mosinee Avenue,NSW,Australia,5
2287,57, Boyd Avenue,NSW,Australia,7
3079,9, Washington Drive,VIC,Australia,9
2400,48, Straubel Court,NSW,Australia,1
3043,70, Old Gate Avenue,VIC,Australia,7
3977,40062, Steensland Center,VIC,Australia,6
3148,39179, Bayside Terrace,VIC,Australia,9
2036,04488, Amoth Parkway,NSW,Australia,8
2092,259, Homewood Pass,NSW,Australia,10
4215,863, Crescent Oaks Hill,QLD,Australia,1
2770,353, Scott Road,NSW,Australia,7
2040,97, Randy Junction,NSW,Australia,12
3127,047, Northfield Trail,VIC,Australia,12
2770,0132, Merrick Way,NSW,Australia,9
2714,9248, Ludington Circle,NSW,Australia,1
3555,81, Forest Dale Center,VIC,Australia,3
3183,0, Blaine Point,VIC,Australia,7
2768,90, ,NSW,Australia,10
2148,8718, Warner Avenue,NSW,Australia,8
2880,4, Mallory Hill,NSW,Australia,1
2560,29180, American Ash Circle,NSW,Australia,9
2097,6471, Meadow Valley Court,NSW,Australia,11
2008,9, Waxwing Pass,NSW,Australia,11
2320,8, Buell Crossing,NSW,Australia,5
2200,40, Rigney Street,NSW,Australia,8
3101,7035, Crest Line Place,VIC,Australia,11
4226,9129, Gale Court,QLD,Australia,8
3350,71109, Vernon Way,VIC,Australia,4
3977,883, Almo Terrace,VIC,Australia,6
4006,987, Victoria Trail,QLD,Australia,8
2484,7037, North Park,NSW,Australia,6
4171,93, Shasta Avenue,QLD,Australia,10
3218,9574, David Lane,VIC,Australia,8
2323,1, Del Sol Center,NSW,Australia,3
3095,38, Valley Edge Plaza,VIC,Australia,10
2619,004, Gulseth Junction,NSW,Australia,8
4306,503, Clove Crossing,QLD,Australia,4
2092,0346, Dayton Hill,NSW,Australia,12
2090,5, Derek Pass,NSW,Australia,10
3355,3417, Huxley Pass,VIC,Australia,2
2077,163, Gale Center,NSW,Australia,10
3752,09, Grim Lane,VIC,Australia,4
2580,31953, Dixon Way,NSW,Australia,4
2066,463, Rowland Drive,NSW,Australia,9
3620,054, Mesta Drive,VIC,Australia,1
3630,33550, Spohn Terrace,VIC,Australia,1
3630,953, Del Sol Point,VIC,Australia,4
3630,369, Milwaukee Court,VIC,Australia,2
3630,10055, Old Shore Lane,VIC,Australia,1
3631,018, Porter Court,VIC,Australia,6
3630,67, Elka Court,VIC,Australia,3
3350,5086, Meadow Ridge Circle,VIC,Australia,7
3630,66, Talmadge Terrace,VIC,Australia,1
3630,09356, Badeau Drive,VIC,Australia,1
3631,1032, Killdeer Place,VIC,Australia,3
3630,91, Ilene Parkway,VIC,Australia,1
2525,5015, Pawling Park,NSW,Australia,9
2880,5701, Sugar Court,NSW,Australia,1
4017,7, Melrose Circle,QLD,Australia,5
2156,33, Novick Parkway,NSW,Australia,12
4215,23, Village Way,QLD,Australia,9
4228,834, Pierstorff Lane,QLD,Australia,10
3977,974, Fisk Alley,VIC,Australia,4
3101,531, Springview Lane,VIC,Australia,10
4228,2, Nova Street,QLD,Australia,8
4101,3242, Arizona Junction,QLD,Australia,10
3804,4, Delaware Terrace,VIC,Australia,8
2022,1913, Magdeline Point,NSW,Australia,12
2565,54, Annamark Place,NSW,Australia,8
3149,84, Main Lane,VIC,Australia,10
3178,9, Lake View Avenue,VIC,Australia,9
4568,015, Fulton Pass,QLD,Australia,8
3115,00, Marcy Crossing,VIC,Australia,9
4300,0991, Commercial Road,QLD,Australia,5
2021,24198, Almo Crossing,NSW,Australia,12
2145,01268, Stuart Hill,NSW,Australia,10
4350,25139, Rockefeller Center,QLD,Australia,2
4343,159, Graceland Terrace,QLD,Australia,1
4304,0522, Nelson Crossing,QLD,Australia,3
2250,90609, Charing Cross Lane,NSW,Australia,7
3223,360, Troy Parkway,VIC,Australia,6
3116,08475, Shoshone Park,VIC,Australia,9
3205,44778, Bellgrove Crossing,VIC,Australia,10
2539,69444, Mccormick Junction,NSW,Australia,9
2208,64, Macpherson Junction,NSW,Australia,11
4218,386, Jay Junction,QLD,Australia,3
2120,496, Summit Road,NSW,Australia,10
4125,54970, Veith Hill,QLD,Australia,7
4818,33477, Trailsway Park,QLD,Australia,5
3023,92, Schlimgen Hill,VIC,Australia,8
3204,3, Talisman Court,VIC,Australia,11
2229,69893, Loomis Junction,NSW,Australia,10
4037,6505, Fieldstone Alley,QLD,Australia,8
2285,5, ,NSW,Australia,6
2261,83, American Ash Drive,NSW,Australia,8
2567,94, Twin Pines Trail,NSW,Australia,8
2560,034, Eagan Avenue,NSW,Australia,6
3108,3, Mariners Cove Terrace,VIC,Australia,10
3106,2, Raven Way,VIC,Australia,10
2076,4527, Butterfield Circle,NSW,Australia,9
2566,366, Hovde Park,NSW,Australia,8
2477,2, Straubel Lane,NSW,Australia,6
2340,0, Butterfield Junction,NSW,Australia,5
2153,7174, Thackeray Point,NSW,Australia,10
4070,29, Portage Street,QLD,Australia,7
3806,35, Lakewood Gardens Junction,VIC,Australia,9
2099,5, Stoughton Parkway,NSW,Australia,9
4507,533, Ramsey Center,QLD,Australia,5
2155,694, Northwestern Court,NSW,Australia,10
4070,4, Huxley Alley,QLD,Australia,8
2114,03961, Sullivan Park,NSW,Australia,12
2049,1081, Laurel Park,NSW,Australia,12
2164,24, Corben Terrace,NSW,Australia,8
2360,99, Eastlawn Way,NSW,Australia,1
2213,6, Anniversary Place,NSW,Australia,10
3181,0866, Pennsylvania Junction,VIC,Australia,10
3194,2, Continental Park,VIC,Australia,10
2262,22774, Pennsylvania Hill,NSW,Australia,6
3138,9, Merrick Plaza,VIC,Australia,8
2529,52593, Iowa Place,NSW,Australia,8
4173,3, School Drive,QLD,Australia,7
2073,9292, Mcguire Plaza,NSW,Australia,12
4301,6, Graceland Court,QLD,Australia,2
4825,24, Lerdahl Street,QLD,Australia,3
2227,801, Kings Parkway,NSW,Australia,10
4020,89, Pawling Court,QLD,Australia,7
2176,89972, Graedel Point,NSW,Australia,9
4223,17123, Northport Circle,QLD,Australia,9
4152,20, Bluestem Way,QLD,Australia,9
4127,743, Stone Corner Parkway,QLD,Australia,6
2300,33, Prentice Street,NSW,Australia,9
3040,5, Columbus Crossing,VIC,Australia,10
2284,29, Basil Point,NSW,Australia,5
3219,1, Bay Pass,VIC,Australia,5
2508,89, Oak Hill,NSW,Australia,10
2099,03, Clarendon Way,NSW,Australia,10
3149,0, Gateway Road,VIC,Australia,12
3023,631, Fuller Parkway,VIC,Australia,7
3025,43898, Prentice Court,VIC,Australia,9
3172,2, Melody Alley,VIC,Australia,8
2064,01, Dunning Drive,NSW,Australia,9
3147,86686, Novick Center,VIC,Australia,11
